DeviceTag: Brazo,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2026-01-16 09:06:20.454,© Movella Technologies B.V. 2005-2026
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
7982298,0.7589,-0.0104,0.0081,0.6511,0.0103,-0.0005,-0.0513,0
7982465,0.7589,-0.0104,0.0081,0.6511,0.0002,-0.0022,-0.0439,0
7982632,0.7589,-0.0104,0.0081,0.6511,-0.0021,-0.0035,-0.0449,0
7982965,0.7589,-0.0104,0.0081,0.6511,0.0054,-0.0094,-0.0395,0
7983132,0.7589,-0.0104,0.0081,0.6511,0.0035,0.0048,-0.0560,0
7983465,0.7589,-0.0104,0.0081,0.6511,-0.0068,-0.0012,-0.0420,0
7983632,0.7589,-0.0104,0.0081,0.6511,0.0083,0.0032,-0.0259,0
7983798,0.7589,-0.0104,0.0081,0.6511,0.0204,0.0073,-0.0198,0
7984132,0.7589,-0.0104,0.0081,0.6511,0.0023,0.0063,-0.0357,0
7984465,0.7589,-0.0104,0.0081,0.6511,0.0025,-0.0033,-0.0461,0
7984798,0.7589,-0.0104,0.0081,0.6511,0.0031,0.0057,-0.0313,0
7984965,0.7589,-0.0104,0.0081,0.6511,0.0065,0.0006,-0.0414,0
7985132,0.7589,-0.0104,0.0081,0.6511,-0.0101,-0.0043,-0.0206,0
7985465,0.7589,-0.0104,0.0081,0.6511,0.0040,0.0137,-0.0183,0
7985632,0.7589,-0.0104,0.0081,0.6511,0.0177,0.0055,-0.0289,0
7985798,0.7589,-0.0104,0.0081,0.6511,-0.0162,-0.0052,-0.0307,0
7986132,0.7589,-0.0104,0.0081,0.6511,0.0155,-0.0003,-0.0290,0
7986298,0.7589,-0.0104,0.0081,0.6511,-0.0020,0.0019,-0.0439,0
7986465,0.7588,-0.0104,0.0081,0.6511,0.0082,0.0011,-0.0348,0
7986965,0.7588,-0.0104,0.0081,0.6511,-0.0124,-0.0010,-0.0176,0
7987132,0.7589,-0.0104,0.0081,0.6511,0.0025,0.0048,-0.0390,0
7987465,0.7588,-0.0104,0.0081,0.6511,0.0035,0.0187,-0.0464,0
7987632,0.7588,-0.0104,0.0081,0.6511,-0.0046,0.0011,-0.0347,0
7987965,0.7588,-0.0104,0.0081,0.6511,-0.0149,-0.0093,-0.0600,0
7988132,0.7588,-0.0104,0.0081,0.6511,0.0082,0.0026,-0.0346,0
7988299,0.7588,-0.0104,0.0081,0.6511,0.0028,-0.0031,-0.0389,0
7988632,0.7588,-0.0104,0.0081,0.6511,0.0009,-0.0027,-0.0360,0
7988799,0.7588,-0.0104,0.0081,0.6511,0.0154,-0.0041,-0.0477,0
7988965,0.7589,-0.0104,0.0081,0.6511,-0.0096,0.0051,-0.0407,0
7989299,0.7588,-0.0104,0.0081,0.6511,-0.0007,0.0000,-0.0598,0
7989465,0.7588,-0.0104,0.0081,0.6511,0.0116,0.0032,-0.0203,0
7989632,0.7588,-0.0104,0.0081,0.6511,-0.0013,0.0040,-0.0432,0
7989965,0.7588,-0.0104,0.0081,0.6511,-0.0028,0.0059,-0.0435,0
7990132,0.7589,-0.0104,0.0081,0.6511,0.0094,0.0020,-0.0325,0
7990299,0.7588,-0.0104,0.0081,0.6511,-0.0039,-0.0084,-0.0431,0
7990632,0.7588,-0.0104,0.0081,0.6511,0.0075,0.0000,-0.0521,0
7990799,0.7588,-0.0104,0.0081,0.6511,-0.0032,-0.0036,-0.0404,0
7990965,0.7588,-0.0104,0.0081,0.6511,0.0065,-0.0026,-0.0357,0
7991465,0.7589,-0.0104,0.0081,0.6511,-0.0059,0.0159,-0.0532,0
7991632,0.7589,-0.0104,0.0081,0.6511,-0.0034,0.0026,-0.0512,0
7991965,0.7589,-0.0104,0.0081,0.6511,0.0018,-0.0028,-0.0416,0
7992132,0.7589,-0.0104,0.0081,0.6511,-0.0028,-0.0129,-0.0363,0
7992465,0.7589,-0.0104,0.0081,0.6511,0.0059,0.0031,-0.0459,0
7992632,0.7589,-0.0104,0.0081,0.6511,-0.0157,0.0090,-0.0496,0
7992799,0.7589,-0.0104,0.0081,0.6511,-0.0003,-0.0004,-0.0420,0
7993132,0.7589,-0.0104,0.0081,0.6511,0.0014,0.0029,-0.0500,0
7993299,0.7589,-0.0104,0.0081,0.6511,0.0009,0.0037,-0.0497,0
7993465,0.7589,-0.0104,0.0081,0.6511,0.0026,-0.0026,-0.0375,0
7993965,0.7589,-0.0104,0.0081,0.6511,0.0063,-0.0066,-0.0488,0
7994132,0.7589,-0.0104,0.0081,0.6511,0.0094,-0.0060,-0.0343,0
7994465,0.7589,-0.0104,0.0081,0.6511,-0.0051,-0.0010,-0.0601,0
7994632,0.7589,-0.0104,0.0081,0.6511,0.0124,-0.0034,-0.0472,0
7994799,0.7589,-0.0104,0.0081,0.6511,0.0040,0.0088,-0.0368,0
7995132,0.7589,-0.0104,0.0082,0.6511,0.0021,-0.0041,-0.0348,0
7995299,0.7589,-0.0104,0.0082,0.6511,0.0055,-0.0030,-0.0478,0
7995465,0.7589,-0.0104,0.0082,0.6511,0.0026,-0.0020,-0.0485,0
7995799,0.7589,-0.0104,0.0082,0.6511,-0.0030,0.0039,-0.0569,0
7995965,0.7589,-0.0104,0.0082,0.6511,-0.0008,0.0059,-0.0461,0
7996465,0.7589,-0.0104,0.0082,0.6511,-0.0068,-0.0050,-0.0488,0
7996632,0.7589,-0.0104,0.0081,0.6511,-0.0069,-0.0039,-0.0368,0
7996965,0.7589,-0.0104,0.0081,0.6511,-0.0011,-0.0034,-0.0320,0
7997132,0.7589,-0.0104,0.0081,0.6511,-0.0022,0.0020,-0.0572,0
7997299,0.7589,-0.0104,0.0081,0.6511,-0.0113,0.0036,-0.0484,0
7997632,0.7589,-0.0104,0.0081,0.6511,0.0012,-0.0107,-0.0325,0
7997799,0.7589,-0.0104,0.0081,0.6511,0.0004,-0.0015,-0.0349,0
7997965,0.7589,-0.0104,0.0081,0.6511,-0.0063,-0.0088,-0.0351,0
7998299,0.7589,-0.0104,0.0081,0.6511,0.0029,-0.0131,-0.0308,0
7998465,0.7589,-0.0104,0.0081,0.6511,-0.0027,-0.0235,-0.0449,0
7998965,0.7589,-0.0104,0.0081,0.6511,-0.0012,-0.0114,-0.0442,0
7999132,0.7589,-0.0104,0.0081,0.6511,-0.0115,-0.0050,-0.0587,0
7999299,0.7589,-0.0104,0.0081,0.6511,0.0041,0.0020,-0.0101,0
7999632,0.7589,-0.0104,0.0081,0.6511,0.0127,-0.0126,-0.0325,0
7999799,0.7589,-0.0104,0.0081,0.6511,-0.0140,-0.0012,-0.0168,0
7999965,0.7589,-0.0104,0.0081,0.6511,0.0074,0.0090,-0.0419,0
8000299,0.7589,-0.0104,0.0081,0.6511,-0.0015,0.0059,-0.0222,0
8000465,0.7589,-0.0104,0.0081,0.6511,-0.0022,0.0090,-0.0408,0
8000799,0.7589,-0.0104,0.0081,0.6511,0.0039,-0.0103,-0.0481,0
8000965,0.7589,-0.0104,0.0081,0.6511,-0.0018,-0.0023,-0.0322,0
8001132,0.7589,-0.0105,0.0081,0.6511,0.0053,0.0025,-0.0478,0
8001465,0.7589,-0.0105,0.0081,0.6511,0.0092,0.0005,-0.0506,0
8001632,0.7589,-0.0105,0.0082,0.6511,0.0026,0.0090,-0.0622,0
8001799,0.7589,-0.0105,0.0082,0.6511,-0.0070,0.0068,-0.0440,0
8002132,0.7589,-0.0104,0.0082,0.6511,0.0059,0.0034,-0.0304,0
8002299,0.7589,-0.0105,0.0082,0.6511,-0.0013,0.0162,-0.0383,0
8002465,0.7589,-0.0105,0.0082,0.6511,0.0070,-0.0028,-0.0457,0
8002799,0.7589,-0.0105,0.0082,0.6511,-0.0002,0.0014,-0.0422,0
8002965,0.7589,-0.0105,0.0082,0.6511,-0.0027,-0.0075,-0.0401,0
8003465,0.7589,-0.0105,0.0082,0.6511,0.0129,0.0127,-0.0419,0
8003632,0.7589,-0.0105,0.0082,0.6511,0.0022,0.0073,-0.0364,0
8003799,0.7589,-0.0105,0.0082,0.6511,-0.0027,-0.0038,-0.0419,0
8004132,0.7589,-0.0105,0.0082,0.6511,-0.0057,-0.0115,-0.0495,0
8004299,0.7589,-0.0105,0.0082,0.6511,-0.0036,0.0052,-0.0537,0
8004466,0.7589,-0.0105,0.0082,0.6511,-0.0007,0.0059,-0.0443,0
8004799,0.7589,-0.0105,0.0082,0.6511,0.0052,0.0073,-0.0444,0
8004966,0.7589,-0.0105,0.0082,0.6511,-0.0028,-0.0075,-0.0408,0
8005132,0.7589,-0.0105,0.0082,0.6511,-0.0064,0.0241,-0.0253,0
8005466,0.7589,-0.0105,0.0082,0.6511,-0.0117,-0.0096,-0.0536,0
8005966,0.7589,-0.0105,0.0082,0.6511,0.0154,0.0016,-0.0374,0
8006132,0.7589,-0.0105,0.0082,0.6511,0.0095,0.0034,-0.0479,0
8006299,0.7589,-0.0105,0.0082,0.6511,-0.0138,0.0004,-0.0396,0
8006632,0.7589,-0.0105,0.0082,0.6511,0.0083,0.0034,-0.0518,0
8006799,0.7589,-0.0105,0.0082,0.6511,-0.0095,0.0048,-0.0306,0
8006966,0.7589,-0.0105,0.0082,0.6511,0.0132,-0.0067,-0.0258,0
8007299,0.7589,-0.0105,0.0082,0.6511,0.0069,0.0027,-0.0403,0
8007466,0.7589,-0.0105,0.0082,0.6511,0.0067,-0.0089,-0.0313,0
8007632,0.7589,-0.0105,0.0082,0.6511,0.0037,-0.0028,-0.0490,0
8007966,0.7589,-0.0105,0.0082,0.6511,-0.0108,-0.0056,-0.0383,0
8008299,0.7589,-0.0105,0.0082,0.6511,0.0035,0.0054,-0.0390,0
8008632,0.7589,-0.0105,0.0081,0.6511,-0.0065,-0.0165,-0.0292,0
8008799,0.7589,-0.0104,0.0081,0.6511,-0.0146,0.0089,-0.0405,0
8008966,0.7589,-0.0104,0.0082,0.6511,0.0077,-0.0065,-0.0470,0
8009299,0.7589,-0.0105,0.0082,0.6511,0.0016,-0.0088,-0.0368,0
8009466,0.7589,-0.0104,0.0082,0.6511,-0.0007,-0.0072,-0.0390,0
8009799,0.7589,-0.0104,0.0082,0.6511,-0.0038,-0.0035,-0.0424,0
8009966,0.7589,-0.0104,0.0081,0.6511,-0.0025,0.0008,-0.0262,0
8010132,0.7589,-0.0104,0.0081,0.6511,-0.0157,-0.0030,-0.0273,0
8010466,0.7589,-0.0104,0.0081,0.6511,0.0010,-0.0133,-0.0357,0
8010799,0.7589,-0.0104,0.0081,0.6511,0.0054,-0.0082,-0.0292,0
8011132,0.7589,-0.0104,0.0081,0.6511,0.0020,-0.0096,-0.0471,0
8011299,0.7589,-0.0104,0.0082,0.6511,0.0071,-0.0036,-0.0525,0
8011466,0.7589,-0.0104,0.0082,0.6511,0.0044,-0.0070,-0.0427,0
8011799,0.7589,-0.0104,0.0082,0.6511,-0.0095,-0.0071,-0.0220,0
8011966,0.7589,-0.0104,0.0082,0.6511,0.0010,0.0012,-0.0370,0
8012132,0.7589,-0.0104,0.0082,0.6511,-0.0024,0.0040,-0.0411,0
8012466,0.7589,-0.0104,0.0082,0.6511,0.0093,0.0012,-0.0330,0
8012632,0.7589,-0.0104,0.0082,0.6511,0.0057,0.0027,-0.0412,0
8012799,0.7589,-0.0104,0.0082,0.6511,-0.0006,0.0002,-0.0419,0
8013132,0.7589,-0.0104,0.0082,0.6511,-0.0050,0.0007,-0.0626,0
8013299,0.7589,-0.0104,0.0082,0.6511,0.0133,0.0081,-0.0505,0
8013466,0.7589,-0.0104,0.0082,0.6511,-0.0032,-0.0088,-0.0378,0
8013799,0.7589,-0.0103,0.0082,0.6511,0.0003,-0.0121,-0.0520,0
8013966,0.7589,-0.0103,0.0082,0.6511,-0.0016,0.0062,-0.0304,0
8014132,0.7589,-0.0103,0.0082,0.6511,0.0081,0.0021,-0.0478,0
8014466,0.7589,-0.0103,0.0082,0.6511,-0.0004,-0.0012,-0.0562,0
8014632,0.7589,-0.0103,0.0082,0.6511,0.0011,-0.0035,-0.0328,0
8014966,0.7589,-0.0103,0.0082,0.6511,-0.0197,-0.0051,-0.0397,0
8015299,0.7589,-0.0103,0.0082,0.6511,-0.0045,-0.0047,-0.0551,0
8015632,0.7589,-0.0103,0.0082,0.6511,-0.0018,0.0053,-0.0603,0
8015799,0.7589,-0.0103,0.0082,0.6511,0.0009,0.0001,-0.0257,0
8015966,0.7589,-0.0103,0.0082,0.6511,-0.0014,-0.0012,-0.0359,0
8016299,0.7589,-0.0103,0.0082,0.6511,-0.0068,-0.0151,-0.0285,0
8016466,0.7589,-0.0103,0.0082,0.6511,0.0014,-0.0087,-0.0702,0
8016632,0.7589,-0.0104,0.0081,0.6511,0.0088,-0.0001,-0.0414,0
8016966,0.7589,-0.0103,0.0082,0.6511,-0.0048,-0.0031,-0.0150,0
8017132,0.7589,-0.0103,0.0082,0.6511,-0.0065,-0.0076,-0.0456,0
8017299,0.7589,-0.0103,0.0082,0.6511,0.0042,-0.0068,-0.0297,0
8017799,0.7589,-0.0103,0.0082,0.6511,0.0061,-0.0053,-0.0191,0
8017966,0.7589,-0.0103,0.0082,0.6511,0.0045,-0.0075,-0.0424,0
8018299,0.7589,-0.0103,0.0082,0.6511,0.0051,0.0013,-0.0309,0
8018466,0.7589,-0.0103,0.0082,0.6511,-0.0062,-0.0016,-0.0675,0
8018799,0.7589,-0.0103,0.0082,0.6511,0.0005,0.0076,-0.0403,0
8018966,0.7589,-0.0103,0.0082,0.6511,0.0054,0.0031,-0.0567,0
8019132,0.7589,-0.0103,0.0082,0.6511,0.0124,-0.0135,-0.0437,0
8019466,0.7589,-0.0103,0.0082,0.6511,-0.0064,-0.0063,-0.0510,0
8019632,0.7589,-0.0103,0.0082,0.6511,-0.0015,-0.0117,-0.0730,0
8019799,0.7589,-0.0103,0.0082,0.6511,0.0007,-0.0156,-0.0214,0
8020299,0.7589,-0.0103,0.0082,0.6511,-0.0110,0.0048,-0.0320,0
8020466,0.7589,-0.0103,0.0082,0.6511,0.0014,-0.0106,-0.0372,0
8020799,0.7589,-0.0103,0.0082,0.6511,-0.0004,-0.0009,-0.0343,0
8020966,0.7589,-0.0103,0.0082,0.6511,0.0141,-0.0191,-0.0423,0
8021133,0.7589,-0.0103,0.0082,0.6511,-0.0073,-0.0026,-0.0385,0
8021466,0.7589,-0.0103,0.0082,0.6511,0.0175,-0.0067,-0.0701,0
8021633,0.7589,-0.0103,0.0082,0.6511,-0.0038,0.0026,-0.0430,0
8021799,0.7589,-0.0103,0.0082,0.6511,0.0055,0.0051,-0.0202,0
8022133,0.7589,-0.0103,0.0082,0.6511,0.0037,-0.0026,-0.0260,0
8022299,0.7589,-0.0103,0.0082,0.6511,0.0015,-0.0136,-0.0308,0
8022799,0.7589,-0.0103,0.0082,0.6511,0.0031,-0.0154,-0.0436,0
8022966,0.7589,-0.0103,0.0082,0.6511,0.0178,-0.0181,-0.0451,0
8023133,0.7589,-0.0103,0.0082,0.6511,-0.0004,-0.0056,-0.0446,0
8023466,0.7589,-0.0103,0.0082,0.6511,0.0136,-0.0055,-0.0181,0
8023633,0.7589,-0.0103,0.0082,0.6511,-0.0036,-0.0028,-0.0318,0
8023966,0.7589,-0.0103,0.0082,0.6511,0.0018,-0.0058,-0.0517,0
8024133,0.7589,-0.0103,0.0082,0.6511,0.0069,0.0010,-0.0403,0
8024299,0.7589,-0.0103,0.0082,0.6511,0.0025,-0.0081,-0.0235,0
8024633,0.7589,-0.0103,0.0082,0.6511,0.0013,0.0103,-0.0445,0
8024799,0.7589,-0.0103,0.0082,0.6511,0.0033,-0.0022,-0.0337,0
8024966,0.7589,-0.0103,0.0082,0.6511,-0.0036,0.0071,-0.0494,0
8025299,0.7589,-0.0103,0.0082,0.6511,0.0041,0.0044,-0.0713,0
8025466,0.7588,-0.0103,0.0083,0.6511,0.0155,0.0018,-0.0346,0
8025633,0.7588,-0.0103,0.0083,0.6511,0.0154,-0.0004,-0.0528,0
8025966,0.7588,-0.0103,0.0083,0.6511,-0.0027,0.0004,-0.0401,0
8026133,0.7588,-0.0103,0.0083,0.6511,0.0104,-0.0151,-0.0370,0
8026299,0.7588,-0.0103,0.0083,0.6511,-0.0162,-0.0120,-0.0393,0
8026799,0.7589,-0.0103,0.0083,0.6511,0.0103,-0.0148,-0.0547,0
8026966,0.7589,-0.0103,0.0083,0.6511,-0.0061,-0.0047,-0.0618,0
8027466,0.7589,-0.0103,0.0083,0.6511,-0.0034,-0.0012,-0.0480,0
8027799,0.7589,-0.0103,0.0083,0.6511,0.0146,0.0065,-0.0217,0
8027966,0.7589,-0.0102,0.0083,0.6511,0.0083,-0.0017,-0.0310,0
8028133,0.7589,-0.0102,0.0083,0.6511,0.0054,-0.0070,-0.0417,0
8028466,0.7589,-0.0102,0.0083,0.6511,-0.0015,0.0054,-0.0289,0
8028633,0.7589,-0.0102,0.0083,0.6511,0.0049,-0.0100,-0.0499,0
8028799,0.7589,-0.0102,0.0083,0.6511,0.0199,-0.0046,-0.0397,0
8029133,0.7588,-0.0102,0.0083,0.6511,0.0042,-0.0054,-0.0364,0
8029299,0.7588,-0.0102,0.0083,0.6511,-0.0010,-0.0083,-0.0324,0
8029466,0.7588,-0.0102,0.0083,0.6511,0.0068,-0.0083,-0.0317,0
8029966,0.7588,-0.0102,0.0083,0.6511,0.0082,-0.0065,-0.0170,0
8030133,0.7588,-0.0102,0.0083,0.6511,0.0028,0.0037,-0.0275,0
8030466,0.7588,-0.0102,0.0083,0.6511,0.0076,-0.0097,-0.0326,0
8030633,0.7588,-0.0102,0.0083,0.6512,-0.0007,0.0113,-0.0490,0
8030799,0.7588,-0.0102,0.0083,0.6512,-0.0081,0.0051,-0.0282,0
8031133,0.7588,-0.0102,0.0083,0.6512,0.0079,-0.0052,-0.0477,0
8031299,0.7588,-0.0102,0.0084,0.6512,0.0040,0.0022,-0.0414,0
8031466,0.7588,-0.0102,0.0083,0.6512,-0.0024,0.0026,-0.0397,0
8031799,0.7588,-0.0102,0.0084,0.6512,0.0235,0.0139,-0.0138,0
8031966,0.7588,-0.0102,0.0084,0.6512,0.0022,0.0000,-0.0264,0
8032466,0.7588,-0.0102,0.0083,0.6512,-0.0023,-0.0095,-0.0514,0
8032633,0.7588,-0.0102,0.0083,0.6512,-0.0026,-0.0131,-0.0178,0
8032966,0.7588,-0.0102,0.0084,0.6512,-0.0063,0.0011,-0.0382,0
8033133,0.7588,-0.0102,0.0084,0.6512,0.0128,-0.0021,-0.0347,0
8033299,0.7588,-0.0102,0.0084,0.6512,-0.0013,0.0056,-0.0597,0
8033633,0.7588,-0.0102,0.0084,0.6512,0.0081,0.0029,-0.0409,0
8033799,0.7588,-0.0102,0.0084,0.6512,0.0065,0.0023,-0.0522,0
8033966,0.7588,-0.0102,0.0083,0.6512,0.0157,0.0041,-0.0393,0
8034299,0.7588,-0.0102,0.0083,0.6512,0.0046,0.0082,-0.0351,0
8034466,0.7588,-0.0102,0.0084,0.6512,0.0087,0.0052,-0.0524,0
8034966,0.7588,-0.0102,0.0084,0.6512,0.0049,0.0118,-0.0345,0
8035133,0.7588,-0.0102,0.0084,0.6512,0.0042,0.0025,-0.0474,0
8035299,0.7588,-0.0102,0.0084,0.6512,0.0018,-0.0036,-0.0457,0
8035633,0.7588,-0.0102,0.0083,0.6512,0.0100,0.0057,-0.0595,0
8035799,0.7588,-0.0102,0.0083,0.6512,0.0072,-0.0032,-0.0399,0
8035966,0.7588,-0.0102,0.0083,0.6512,0.0093,0.0062,-0.0281,0
8036299,0.7588,-0.0102,0.0084,0.6512,0.0074,-0.0038,-0.0602,0
8036466,0.7588,-0.0102,0.0084,0.6512,0.0287,-0.0060,-0.0551,0
8036799,0.7588,-0.0103,0.0083,0.6512,0.0014,0.0066,-0.0648,0
8036966,0.7588,-0.0103,0.0082,0.6511,0.0056,0.0003,-0.0535,0
8037133,0.7588,-0.0103,0.0082,0.6511,-0.0013,0.0025,-0.0331,0
8037466,0.7588,-0.0103,0.0082,0.6512,-0.0014,0.0071,-0.0266,0
8037633,0.7588,-0.0103,0.0082,0.6512,0.0014,-0.0071,-0.0358,0
8037800,0.7588,-0.0103,0.0082,0.6512,-0.0112,-0.0082,-0.0367,0
8038133,0.7588,-0.0103,0.0082,0.6512,-0.0018,-0.0133,-0.0334,0
8038300,0.7588,-0.0103,0.0082,0.6512,0.0110,0.0050,-0.0662,0
8038466,0.7588,-0.0103,0.0083,0.6512,0.0093,0.0050,-0.0487,0
8038800,0.7588,-0.0103,0.0082,0.6512,0.0134,0.0042,-0.0393,0
8038966,0.7588,-0.0103,0.0083,0.6512,-0.0006,0.0023,-0.0351,0
8039466,0.7588,-0.0103,0.0082,0.6512,-0.0032,-0.0004,-0.0523,0
8039633,0.7588,-0.0103,0.0082,0.6512,-0.0028,-0.0036,-0.0449,0
8039800,0.7588,-0.0103,0.0082,0.6512,-0.0031,-0.0100,-0.0183,0
8040133,0.7588,-0.0103,0.0083,0.6512,0.0007,-0.0076,-0.0524,0
8040300,0.7588,-0.0103,0.0083,0.6512,0.0163,-0.0022,-0.0433,0
8040466,0.7588,-0.0103,0.0082,0.6512,-0.0115,-0.0124,-0.0543,0
8040800,0.7588,-0.0103,0.0082,0.6512,-0.0029,0.0035,-0.0244,0
8040966,0.7588,-0.0103,0.0083,0.6512,-0.0069,0.0012,-0.0639,0
8041133,0.7588,-0.0103,0.0083,0.6512,-0.0068,-0.0100,-0.0329,0
8041466,0.7588,-0.0103,0.0083,0.6512,-0.0033,-0.0009,-0.0349,0
8041966,0.7588,-0.0103,0.0083,0.6512,0.0075,0.0002,-0.0411,0
8042133,0.7588,-0.0103,0.0083,0.6512,0.0064,-0.0002,-0.0368,0
8042300,0.7588,-0.0103,0.0083,0.6512,0.0026,-0.0086,-0.0310,0
8042633,0.7588,-0.0103,0.0083,0.6512,0.0035,0.0013,-0.0738,0
8042800,0.7588,-0.0103,0.0083,0.6512,0.0028,0.0038,-0.0657,0
8042966,0.7588,-0.0103,0.0083,0.6512,0.0029,0.0031,-0.0317,0
8043300,0.7588,-0.0103,0.0083,0.6512,-0.0074,0.0080,-0.0595,0
8043466,0.7588,-0.0103,0.0083,0.6512,-0.0005,-0.0019,-0.0560,0
8043633,0.7588,-0.0103,0.0083,0.6512,-0.0003,-0.0147,-0.0624,0
8043966,0.7588,-0.0104,0.0083,0.6512,-0.0018,0.0021,-0.0315,0
8044300,0.7588,-0.0104,0.0083,0.6512,0.0075,0.0071,-0.0421,0
8044633,0.7588,-0.0103,0.0083,0.6512,-0.0035,-0.0084,-0.0390,0
8044800,0.7588,-0.0103,0.0083,0.6512,-0.0044,0.0053,-0.0399,0
8044966,0.7588,-0.0103,0.0083,0.6512,-0.0021,-0.0075,-0.0627,0
8045300,0.7588,-0.0103,0.0083,0.6512,-0.0032,0.0087,-0.0446,0
8045466,0.7588,-0.0103,0.0083,0.6512,0.0096,-0.0012,-0.0386,0
8045800,0.7588,-0.0103,0.0083,0.6512,0.0084,-0.0055,-0.0397,0
8045966,0.7588,-0.0103,0.0083,0.6512,0.0027,0.0048,-0.0225,0
8046133,0.7588,-0.0103,0.0083,0.6512,0.0087,-0.0167,-0.0350,0
8046466,0.7588,-0.0103,0.0083,0.6512,-0.0093,-0.0043,-0.0641,0
8046800,0.7588,-0.0103,0.0083,0.6512,0.0076,-0.0001,-0.0238,0
8047133,0.7588,-0.0103,0.0083,0.6512,-0.0001,0.0128,-0.0552,0
8047300,0.7588,-0.0103,0.0083,0.6512,0.0037,-0.0113,-0.0477,0
8047466,0.7588,-0.0103,0.0083,0.6512,0.0069,-0.0060,-0.0682,0
8047800,0.7588,-0.0103,0.0083,0.6512,0.0107,0.0126,-0.0410,0
8047966,0.7588,-0.0103,0.0083,0.6512,-0.0105,-0.0110,-0.0534,0
8048133,0.7588,-0.0103,0.0083,0.6512,-0.0092,0.0003,-0.0269,0
8048466,0.7588,-0.0103,0.0083,0.6512,0.0100,-0.0139,-0.0322,0
8048633,0.7588,-0.0103,0.0083,0.6512,-0.0002,0.0091,-0.0509,0
8048800,0.7588,-0.0103,0.0083,0.6512,-0.0036,0.0013,-0.0421,0
8049133,0.7587,-0.0103,0.0083,0.6513,0.0044,0.0070,-0.0445,0
8049300,0.7587,-0.0103,0.0083,0.6513,0.0045,-0.0027,-0.0271,0
8049466,0.7587,-0.0103,0.0083,0.6513,0.0075,-0.0142,-0.0651,0
8049800,0.7587,-0.0103,0.0083,0.6513,0.0176,0.0004,-0.0425,0
8049966,0.7587,-0.0103,0.0083,0.6513,-0.0001,-0.0094,-0.0434,0
8050133,0.7587,-0.0103,0.0083,0.6513,0.0116,-0.0028,-0.0488,0
8050466,0.7587,-0.0103,0.0083,0.6513,0.0015,-0.0043,-0.0527,0
8050633,0.7587,-0.0103,0.0083,0.6513,0.0044,-0.0013,-0.0373,0
8050966,0.7587,-0.0103,0.0083,0.6513,0.0089,-0.0144,-0.0314,0
8051300,0.7587,-0.0102,0.0083,0.6513,0.0088,-0.0056,-0.0210,0
8051633,0.7587,-0.0102,0.0083,0.6513,0.0184,0.0056,-0.0515,0
8051800,0.7587,-0.0102,0.0083,0.6513,0.0040,-0.0006,-0.0415,0
8051966,0.7587,-0.0102,0.0083,0.6513,-0.0052,0.0080,-0.0369,0
8052300,0.7587,-0.0102,0.0083,0.6513,0.0088,0.0059,-0.0602,0
8052466,0.7587,-0.0102,0.0083,0.6513,0.0140,0.0004,-0.0742,0
8052633,0.7587,-0.0102,0.0083,0.6513,0.0026,0.0042,-0.0609,0
8052966,0.7587,-0.0102,0.0083,0.6513,0.0075,0.0082,-0.0477,0
8053133,0.7587,-0.0102,0.0083,0.6513,-0.0010,-0.0009,-0.0488,0
8053300,0.7587,-0.0102,0.0083,0.6513,0.0070,0.0107,-0.0438,0
8053800,0.7587,-0.0102,0.0083,0.6513,0.0069,-0.0053,-0.0274,0
8053967,0.7587,-0.0102,0.0083,0.6513,0.0108,0.0066,-0.0400,0
8054300,0.7587,-0.0102,0.0083,0.6513,0.0027,-0.0014,-0.0526,0
8054467,0.7587,-0.0102,0.0083,0.6513,0.0031,0.0029,-0.0479,0
8054633,0.7587,-0.0102,0.0083,0.6513,-0.0091,-0.0067,-0.0491,0
8054967,0.7587,-0.0102,0.0083,0.6513,0.0086,0.0000,-0.0390,0
8055467,0.7587,-0.0102,0.0083,0.6513,-0.0097,-0.0029,-0.0321,0
8055633,0.7587,-0.0102,0.0083,0.6513,0.0041,-0.0132,-0.0254,0
8055800,0.7587,-0.0102,0.0083,0.6513,0.0003,-0.0030,-0.0378,0
8055967,0.7587,-0.0102,0.0083,0.6513,0.0002,-0.0112,-0.0441,0
8056133,0.7587,-0.0102,0.0083,0.6513,0.0096,-0.0001,-0.0293,0
8056300,0.7587,-0.0102,0.0083,0.6513,0.0047,-0.0049,-0.0530,0
8056467,0.7587,-0.0102,0.0083,0.6513,0.0092,0.0007,-0.0372,0
8056633,0.7588,-0.0103,0.0082,0.6512,-0.0111,0.0092,-0.0508,0
8056800,0.7588,-0.0103,0.0082,0.6512,0.0170,-0.0097,-0.0569,0
8056967,0.7588,-0.0103,0.0082,0.6512,0.0035,-0.0097,-0.0630,0
8057133,0.7588,-0.0103,0.0082,0.6512,-0.0096,0.0036,-0.0478,0
8057300,0.7587,-0.0103,0.0082,0.6512,-0.0107,0.0077,-0.0366,0
8057467,0.7588,-0.0103,0.0082,0.6512,-0.0041,-0.0094,-0.0542,0
8057633,0.7587,-0.0103,0.0082,0.6512,-0.0055,-0.0022,-0.0346,0
