DeviceTag: Brazo,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2026-01-16 09:06:20.454,© Movella Technologies B.V. 2005-2026
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
7905797,0.7590,-0.0105,0.0081,0.6510,0.0044,0.0088,-0.0440,0
7905964,0.7590,-0.0105,0.0081,0.6510,0.0035,0.0049,-0.0455,0
7906297,0.7590,-0.0104,0.0081,0.6510,0.0055,0.0050,-0.0465,0
7906464,0.7590,-0.0105,0.0081,0.6510,-0.0135,0.0009,-0.0267,0
7906630,0.7590,-0.0105,0.0081,0.6510,-0.0025,0.0022,-0.0359,0
7906964,0.7590,-0.0105,0.0081,0.6510,0.0043,-0.0049,-0.0556,0
7907130,0.7590,-0.0105,0.0081,0.6510,-0.0037,0.0090,-0.0372,0
7907297,0.7590,-0.0105,0.0081,0.6510,-0.0025,0.0069,-0.0444,0
7907797,0.7590,-0.0105,0.0081,0.6510,-0.0015,0.0030,-0.0332,0
7907964,0.7590,-0.0105,0.0081,0.6510,0.0077,0.0061,-0.0347,0
7908297,0.7590,-0.0105,0.0081,0.6509,-0.0009,-0.0011,-0.0330,0
7908464,0.7590,-0.0105,0.0081,0.6509,0.0160,-0.0052,-0.0480,0
7908630,0.7590,-0.0105,0.0081,0.6509,-0.0042,0.0057,-0.0443,0
7908964,0.7590,-0.0105,0.0081,0.6509,-0.0013,-0.0022,-0.0610,0
7909130,0.7590,-0.0105,0.0081,0.6509,0.0005,0.0084,-0.0487,0
7909297,0.7590,-0.0105,0.0081,0.6509,0.0078,-0.0018,-0.0381,0
7909630,0.7590,-0.0105,0.0080,0.6509,0.0035,0.0060,-0.0409,0
7909797,0.7590,-0.0105,0.0080,0.6509,-0.0095,0.0025,-0.0354,0
7910297,0.7590,-0.0104,0.0081,0.6510,-0.0046,0.0008,-0.0241,0
7910464,0.7590,-0.0104,0.0081,0.6510,-0.0037,-0.0013,-0.0507,0
7910630,0.7590,-0.0104,0.0080,0.6510,0.0009,-0.0001,-0.0362,0
7910964,0.7590,-0.0104,0.0080,0.6510,0.0046,-0.0088,-0.0458,0
7911130,0.7590,-0.0104,0.0080,0.6510,-0.0216,-0.0024,-0.0241,0
7911464,0.7590,-0.0104,0.0081,0.6510,0.0073,0.0012,-0.0512,0
7911630,0.7590,-0.0104,0.0080,0.6510,-0.0041,-0.0004,-0.0488,0
7911797,0.7590,-0.0104,0.0081,0.6510,-0.0006,-0.0025,-0.0480,0
7912130,0.7590,-0.0104,0.0080,0.6510,-0.0198,-0.0042,-0.0397,0
7912297,0.7590,-0.0104,0.0081,0.6510,-0.0078,-0.0022,-0.0424,0
7912797,0.7590,-0.0104,0.0081,0.6510,0.0037,0.0124,-0.0434,0
7912964,0.7590,-0.0104,0.0080,0.6510,-0.0126,0.0044,-0.0258,0
7913130,0.7590,-0.0104,0.0080,0.6510,0.0020,-0.0071,-0.0603,0
7913464,0.7590,-0.0104,0.0081,0.6510,-0.0152,0.0077,-0.0524,0
7913630,0.7590,-0.0104,0.0081,0.6510,0.0038,0.0126,-0.0391,0
7913797,0.7590,-0.0104,0.0080,0.6510,0.0015,-0.0021,-0.0475,0
7914130,0.7589,-0.0104,0.0081,0.6510,0.0025,-0.0063,-0.0520,0
7914297,0.7589,-0.0104,0.0080,0.6510,-0.0087,0.0095,-0.0538,0
7914464,0.7589,-0.0104,0.0081,0.6510,-0.0013,0.0086,-0.0500,0
7914797,0.7589,-0.0104,0.0081,0.6510,0.0015,0.0003,-0.0328,0
7915297,0.7589,-0.0104,0.0080,0.6510,-0.0055,0.0008,-0.0801,0
7915464,0.7589,-0.0104,0.0080,0.6510,-0.0142,-0.0103,-0.0395,0
7915630,0.7589,-0.0104,0.0080,0.6510,-0.0036,0.0138,-0.0538,0
7915964,0.7589,-0.0104,0.0080,0.6510,0.0032,-0.0137,-0.0357,0
7916130,0.7589,-0.0104,0.0080,0.6510,0.0089,-0.0093,-0.0376,0
7916297,0.7589,-0.0104,0.0080,0.6510,-0.0060,-0.0010,-0.0365,0
7916630,0.7590,-0.0104,0.0081,0.6510,-0.0050,0.0040,-0.0354,0
7916797,0.7590,-0.0104,0.0081,0.6510,-0.0046,0.0050,-0.0409,0
7916964,0.7590,-0.0104,0.0081,0.6510,0.0072,-0.0031,-0.0568,0
7917297,0.7590,-0.0105,0.0081,0.6510,0.0027,-0.0061,-0.0519,0
7917464,0.7589,-0.0105,0.0081,0.6510,-0.0035,0.0026,-0.0294,0
7917630,0.7589,-0.0104,0.0081,0.6510,-0.0005,-0.0054,-0.0139,0
7917964,0.7589,-0.0105,0.0081,0.6510,-0.0046,0.0011,-0.0493,0
7918130,0.7589,-0.0105,0.0081,0.6510,0.0007,-0.0105,-0.0337,0
7918297,0.7589,-0.0104,0.0081,0.6510,0.0026,0.0056,-0.0491,0
7918630,0.7589,-0.0104,0.0081,0.6510,-0.0097,0.0029,-0.0521,0
7918797,0.7589,-0.0104,0.0081,0.6510,-0.0098,-0.0049,-0.0547,0
7918964,0.7589,-0.0104,0.0081,0.6510,-0.0020,0.0051,-0.0411,0
7919297,0.7589,-0.0104,0.0081,0.6510,-0.0165,0.0013,-0.0302,0
7919630,0.7589,-0.0104,0.0081,0.6510,0.0152,-0.0048,-0.0488,0
7919964,0.7589,-0.0104,0.0081,0.6510,0.0022,-0.0049,-0.0441,0
7920130,0.7589,-0.0104,0.0081,0.6511,-0.0034,0.0008,-0.0729,0
7920464,0.7589,-0.0104,0.0081,0.6510,0.0100,0.0019,-0.0411,0
7920631,0.7589,-0.0104,0.0081,0.6510,0.0085,0.0012,-0.0405,0
7920797,0.7589,-0.0104,0.0081,0.6510,0.0259,-0.0076,-0.0403,0
7921131,0.7589,-0.0104,0.0081,0.6510,-0.0045,0.0046,-0.0234,0
7921297,0.7589,-0.0104,0.0081,0.6511,-0.0071,0.0077,-0.0418,0
7921464,0.7589,-0.0104,0.0081,0.6511,-0.0080,-0.0087,-0.0642,0
7921797,0.7589,-0.0104,0.0081,0.6510,-0.0077,-0.0039,-0.0423,0
7922131,0.7589,-0.0104,0.0081,0.6510,-0.0125,0.0045,-0.0364,0
7922464,0.7589,-0.0104,0.0081,0.6511,-0.0016,-0.0233,-0.0552,0
7922631,0.7589,-0.0104,0.0081,0.6510,-0.0074,-0.0016,-0.0655,0
7922797,0.7589,-0.0104,0.0081,0.6511,-0.0062,-0.0002,-0.0476,0
7923131,0.7589,-0.0104,0.0081,0.6511,0.0001,-0.0043,-0.0309,0
7923297,0.7589,-0.0105,0.0081,0.6511,0.0041,0.0006,-0.0405,0
7923464,0.7589,-0.0104,0.0081,0.6511,-0.0140,0.0011,-0.0490,0
7923797,0.7589,-0.0105,0.0081,0.6511,0.0057,-0.0024,-0.0427,0
7923964,0.7589,-0.0104,0.0081,0.6511,-0.0114,-0.0148,-0.0405,0
7924297,0.7589,-0.0104,0.0081,0.6511,0.0058,0.0036,-0.0250,0
7924631,0.7589,-0.0104,0.0081,0.6511,0.0120,0.0055,-0.0269,0
7924964,0.7589,-0.0104,0.0081,0.6511,0.0146,-0.0102,-0.0363,0
7925131,0.7589,-0.0104,0.0080,0.6511,-0.0032,-0.0056,-0.0509,0
7925297,0.7589,-0.0105,0.0080,0.6511,0.0157,-0.0108,-0.0396,0
7925631,0.7589,-0.0105,0.0080,0.6511,0.0051,0.0075,-0.0432,0
7925797,0.7589,-0.0105,0.0080,0.6511,-0.0035,0.0121,-0.0406,0
7925964,0.7589,-0.0105,0.0080,0.6511,-0.0031,0.0000,-0.0452,0
7926297,0.7589,-0.0105,0.0080,0.6511,-0.0044,0.0059,-0.0385,0
7926464,0.7589,-0.0105,0.0080,0.6511,-0.0091,0.0033,-0.0686,0
7926631,0.7589,-0.0105,0.0080,0.6511,-0.0179,-0.0113,-0.0469,0
7927131,0.7589,-0.0105,0.0080,0.6511,0.0027,0.0015,-0.0502,0
7927297,0.7589,-0.0105,0.0080,0.6511,-0.0114,-0.0020,-0.0525,0
7927631,0.7589,-0.0105,0.0080,0.6511,-0.0035,0.0027,-0.0229,0
7927797,0.7589,-0.0105,0.0080,0.6511,-0.0020,-0.0086,-0.0515,0
7927964,0.7589,-0.0105,0.0080,0.6511,-0.0115,0.0076,-0.0516,0
7928297,0.7589,-0.0105,0.0080,0.6511,0.0080,0.0072,-0.0403,0
7928464,0.7589,-0.0105,0.0080,0.6511,-0.0194,0.0013,-0.0514,0
7928631,0.7589,-0.0105,0.0080,0.6511,0.0154,0.0056,-0.0253,0
7928964,0.7589,-0.0105,0.0080,0.6511,0.0072,0.0058,-0.0445,0
7929131,0.7589,-0.0105,0.0080,0.6511,-0.0090,0.0036,-0.0597,0
7929464,0.7589,-0.0105,0.0080,0.6511,-0.0041,0.0006,-0.0380,0
7929631,0.7589,-0.0105,0.0080,0.6511,0.0023,0.0059,-0.0422,0
7929797,0.7589,-0.0105,0.0080,0.6511,-0.0077,0.0016,-0.0544,0
7930131,0.7589,-0.0105,0.0080,0.6511,0.0007,0.0022,-0.0543,0
7930297,0.7589,-0.0105,0.0080,0.6511,-0.0040,-0.0031,-0.0308,0
7930464,0.7589,-0.0105,0.0080,0.6511,-0.0110,0.0079,-0.0426,0
7930797,0.7589,-0.0105,0.0081,0.6511,0.0004,-0.0035,-0.0407,0
7930964,0.7589,-0.0105,0.0081,0.6511,-0.0088,0.0001,-0.0477,0
7931131,0.7589,-0.0105,0.0081,0.6511,-0.0144,-0.0026,-0.0435,0
7931631,0.7589,-0.0105,0.0081,0.6511,-0.0099,0.0147,-0.0379,0
7931797,0.7589,-0.0105,0.0081,0.6511,-0.0155,0.0019,-0.0289,0
7932131,0.7589,-0.0105,0.0081,0.6511,-0.0068,-0.0027,-0.0569,0
7932297,0.7589,-0.0105,0.0081,0.6511,-0.0047,-0.0006,-0.0247,0
7932464,0.7589,-0.0105,0.0081,0.6511,0.0007,0.0075,-0.0519,0
7932797,0.7589,-0.0105,0.0081,0.6511,-0.0166,-0.0117,-0.0411,0
7932964,0.7589,-0.0105,0.0081,0.6511,-0.0235,0.0027,-0.0404,0
7933297,0.7589,-0.0105,0.0081,0.6511,-0.0079,0.0196,-0.0264,0
7933464,0.7589,-0.0105,0.0081,0.6511,0.0016,0.0015,-0.0522,0
7933631,0.7589,-0.0105,0.0081,0.6511,0.0072,-0.0087,-0.0448,0
7934297,0.7589,-0.0105,0.0081,0.6511,-0.0003,-0.0102,-0.0295,0
7934631,0.7589,-0.0105,0.0081,0.6511,-0.0079,-0.0042,-0.0317,0
7934797,0.7589,-0.0105,0.0081,0.6511,-0.0025,-0.0013,-0.0471,0
7934964,0.7589,-0.0105,0.0081,0.6511,0.0001,0.0053,-0.0448,0
7935297,0.7589,-0.0104,0.0081,0.6511,-0.0057,0.0026,-0.0417,0
7935464,0.7589,-0.0105,0.0081,0.6511,-0.0081,-0.0043,-0.0415,0
7935631,0.7589,-0.0105,0.0081,0.6511,-0.0000,0.0037,-0.0573,0
7935964,0.7589,-0.0105,0.0081,0.6511,0.0130,0.0008,-0.0667,0
7936131,0.7589,-0.0104,0.0081,0.6511,-0.0034,0.0062,-0.0494,0
7936297,0.7589,-0.0104,0.0081,0.6511,-0.0001,0.0042,-0.0360,0
7936797,0.7589,-0.0105,0.0081,0.6511,-0.0015,0.0038,-0.0490,0
7936964,0.7589,-0.0105,0.0080,0.6511,0.0116,-0.0115,-0.0534,0
7937298,0.7589,-0.0105,0.0081,0.6511,0.0089,-0.0054,-0.0414,0
7937464,0.7589,-0.0105,0.0080,0.6511,-0.0125,0.0029,-0.0371,0
7937631,0.7589,-0.0105,0.0080,0.6511,0.0020,-0.0095,-0.0247,0
7937964,0.7589,-0.0105,0.0080,0.6511,-0.0110,-0.0125,-0.0425,0
7938131,0.7589,-0.0105,0.0080,0.6511,0.0005,-0.0118,-0.0408,0
7938464,0.7589,-0.0105,0.0080,0.6511,-0.0028,-0.0017,-0.0496,0
7938631,0.7589,-0.0105,0.0080,0.6511,-0.0047,-0.0079,-0.0303,0
7938798,0.7589,-0.0105,0.0080,0.6511,-0.0012,-0.0017,-0.0385,0
7939298,0.7589,-0.0105,0.0080,0.6511,-0.0060,-0.0103,-0.0229,0
7939464,0.7589,-0.0105,0.0080,0.6511,0.0102,-0.0018,-0.0262,0
7939798,0.7589,-0.0105,0.0080,0.6510,-0.0059,0.0031,-0.0366,0
7939964,0.7589,-0.0105,0.0080,0.6510,0.0058,0.0078,-0.0476,0
7940131,0.7589,-0.0105,0.0080,0.6510,-0.0030,0.0099,-0.0354,0
7940464,0.7589,-0.0105,0.0080,0.6510,-0.0047,0.0087,-0.0167,0
7940631,0.7589,-0.0105,0.0080,0.6510,-0.0079,0.0150,-0.0342,0
7940798,0.7589,-0.0105,0.0080,0.6510,-0.0058,0.0046,-0.0152,0
7941131,0.7589,-0.0105,0.0080,0.6510,0.0058,0.0014,-0.0286,0
7941298,0.7589,-0.0105,0.0080,0.6510,0.0010,0.0071,-0.0437,0
7941464,0.7589,-0.0105,0.0080,0.6510,-0.0071,-0.0088,-0.0274,0
7941798,0.7589,-0.0105,0.0080,0.6510,-0.0106,-0.0121,-0.0303,0
7941964,0.7589,-0.0105,0.0080,0.6510,-0.0095,-0.0029,-0.0533,0
7942298,0.7589,-0.0105,0.0080,0.6510,-0.0112,-0.0037,-0.0204,0
7942464,0.7589,-0.0105,0.0080,0.6510,-0.0021,-0.0023,-0.0445,0
7942631,0.7589,-0.0105,0.0080,0.6510,-0.0095,-0.0136,-0.0523,0
7942964,0.7589,-0.0105,0.0080,0.6510,0.0022,-0.0091,-0.0535,0
7943131,0.7589,-0.0105,0.0080,0.6510,0.0030,0.0040,-0.0326,0
7943298,0.7589,-0.0105,0.0080,0.6510,0.0061,-0.0040,-0.0505,0
7943798,0.7589,-0.0105,0.0080,0.6510,0.0097,-0.0043,-0.0573,0
7943964,0.7589,-0.0105,0.0080,0.6510,0.0001,-0.0143,-0.0506,0
7944298,0.7589,-0.0105,0.0080,0.6510,-0.0060,0.0006,-0.0528,0
7944464,0.7589,-0.0105,0.0080,0.6510,-0.0057,-0.0039,-0.0246,0
7944631,0.7589,-0.0105,0.0080,0.6510,0.0009,-0.0029,-0.0660,0
7944964,0.7589,-0.0105,0.0080,0.6510,-0.0008,0.0025,-0.0310,0
7945131,0.7589,-0.0105,0.0080,0.6510,0.0086,-0.0055,-0.0554,0
7945298,0.7589,-0.0105,0.0080,0.6510,0.0043,0.0009,-0.0491,0
7945631,0.7589,-0.0105,0.0080,0.6510,-0.0142,0.0052,-0.0495,0
7945798,0.7589,-0.0105,0.0080,0.6510,-0.0066,-0.0082,-0.0464,0
7946298,0.7589,-0.0104,0.0080,0.6510,-0.0063,-0.0044,-0.0405,0
7946464,0.7590,-0.0104,0.0081,0.6510,-0.0048,0.0058,-0.0319,0
7946631,0.7590,-0.0104,0.0081,0.6510,-0.0040,0.0088,-0.0337,0
7946964,0.7590,-0.0104,0.0081,0.6510,-0.0001,-0.0210,-0.0372,0
7947131,0.7590,-0.0104,0.0081,0.6510,-0.0043,0.0132,-0.0242,0
7947464,0.7590,-0.0105,0.0081,0.6510,0.0026,0.0028,-0.0437,0
7947631,0.7590,-0.0104,0.0080,0.6510,0.0030,-0.0030,-0.0505,0
7947798,0.7590,-0.0105,0.0080,0.6510,-0.0006,-0.0063,-0.0504,0
7948131,0.7590,-0.0105,0.0080,0.6510,-0.0028,-0.0075,-0.0348,0
7948298,0.7590,-0.0105,0.0080,0.6510,0.0043,0.0046,-0.0281,0
7948798,0.7590,-0.0104,0.0081,0.6510,-0.0038,-0.0075,-0.0505,0
7948964,0.7590,-0.0104,0.0081,0.6510,-0.0019,-0.0013,-0.0618,0
7949131,0.7590,-0.0104,0.0081,0.6510,0.0057,0.0098,-0.0411,0
7949464,0.7590,-0.0104,0.0081,0.6510,0.0059,-0.0090,-0.0495,0
7949631,0.7590,-0.0104,0.0081,0.6510,-0.0202,0.0021,-0.0405,0
7949798,0.7590,-0.0104,0.0081,0.6510,0.0012,0.0094,-0.0448,0
7950131,0.7590,-0.0104,0.0081,0.6510,-0.0063,-0.0011,-0.0548,0
7950298,0.7590,-0.0104,0.0081,0.6510,0.0035,-0.0079,-0.0359,0
7950464,0.7590,-0.0104,0.0081,0.6510,-0.0033,-0.0020,-0.0320,0
7950798,0.7590,-0.0104,0.0081,0.6510,-0.0065,0.0060,-0.0343,0
7951298,0.7590,-0.0104,0.0081,0.6510,0.0115,0.0011,-0.0646,0
7951464,0.7590,-0.0104,0.0081,0.6510,-0.0078,0.0041,-0.0522,0
7951631,0.7590,-0.0104,0.0081,0.6510,-0.0050,-0.0083,-0.0549,0
7951964,0.7590,-0.0104,0.0081,0.6510,0.0088,0.0099,-0.0211,0
7952131,0.7590,-0.0104,0.0081,0.6510,-0.0014,-0.0087,-0.0598,0
7952298,0.7590,-0.0104,0.0081,0.6510,0.0073,0.0025,-0.0505,0
7952631,0.7590,-0.0104,0.0081,0.6510,0.0021,0.0051,-0.0414,0
7952798,0.7590,-0.0104,0.0081,0.6510,-0.0076,0.0001,-0.0320,0
7952964,0.7590,-0.0104,0.0081,0.6510,0.0006,0.0105,-0.0289,0
7953298,0.7590,-0.0104,0.0081,0.6510,-0.0001,0.0033,-0.0455,0
7953464,0.7590,-0.0104,0.0081,0.6510,0.0073,-0.0075,-0.0424,0
7953631,0.7590,-0.0104,0.0081,0.6510,0.0052,-0.0093,-0.0432,0
7953965,0.7590,-0.0104,0.0081,0.6510,-0.0064,-0.0133,-0.0432,0
7954131,0.7590,-0.0104,0.0081,0.6510,-0.0059,-0.0046,-0.0428,0
7954298,0.7590,-0.0104,0.0081,0.6510,0.0064,-0.0009,-0.0371,0
7954631,0.7590,-0.0104,0.0081,0.6510,0.0036,0.0078,-0.0495,0
7954798,0.7590,-0.0104,0.0081,0.6510,0.0030,-0.0037,-0.0563,0
7954965,0.7590,-0.0104,0.0081,0.6510,-0.0040,-0.0027,-0.0281,0
7955298,0.7590,-0.0104,0.0081,0.6510,0.0095,0.0033,-0.0607,0
7955631,0.7590,-0.0104,0.0081,0.6510,0.0018,0.0028,-0.0407,0
7955965,0.7590,-0.0104,0.0081,0.6510,-0.0079,0.0083,-0.0420,0
7956131,0.7590,-0.0104,0.0081,0.6510,0.0008,-0.0150,-0.0464,0
7956465,0.7590,-0.0104,0.0081,0.6510,0.0043,0.0059,-0.0496,0
7956631,0.7589,-0.0104,0.0081,0.6511,-0.0038,-0.0092,-0.0490,0
7956798,0.7589,-0.0104,0.0081,0.6511,0.0010,-0.0123,-0.0637,0
7957131,0.7589,-0.0104,0.0081,0.6511,0.0088,-0.0155,-0.0521,0
7957298,0.7589,-0.0104,0.0081,0.6511,0.0046,-0.0065,-0.0456,0
7957465,0.7589,-0.0104,0.0081,0.6511,0.0029,-0.0036,-0.0633,0
7957798,0.7589,-0.0104,0.0081,0.6510,-0.0053,0.0152,-0.0550,0
7958131,0.7589,-0.0104,0.0081,0.6511,0.0224,-0.0001,-0.0423,0
7958465,0.7589,-0.0104,0.0081,0.6511,-0.0064,-0.0021,-0.0299,0
7958631,0.7589,-0.0104,0.0081,0.6511,-0.0090,-0.0041,-0.0420,0
7958798,0.7589,-0.0104,0.0081,0.6511,-0.0022,0.0011,-0.0502,0
7959131,0.7589,-0.0104,0.0081,0.6511,0.0076,-0.0011,-0.0085,0
7959298,0.7589,-0.0104,0.0081,0.6511,0.0021,-0.0068,-0.0191,0
7959465,0.7589,-0.0104,0.0081,0.6511,-0.0133,-0.0026,-0.0193,0
7959798,0.7589,-0.0104,0.0081,0.6511,0.0034,-0.0129,-0.0627,0
7959965,0.7589,-0.0104,0.0081,0.6511,-0.0063,-0.0039,-0.0391,0
7960131,0.7589,-0.0104,0.0081,0.6511,0.0064,-0.0112,-0.0401,0
7960631,0.7589,-0.0103,0.0081,0.6511,0.0060,-0.0006,-0.0418,0
7960965,0.7589,-0.0104,0.0081,0.6511,0.0020,-0.0072,-0.0577,0
7961131,0.7589,-0.0103,0.0081,0.6511,0.0029,-0.0024,-0.0335,0
7961298,0.7589,-0.0103,0.0081,0.6511,-0.0077,-0.0208,-0.0693,0
7961631,0.7589,-0.0103,0.0081,0.6510,0.0037,0.0062,-0.0552,0
7961798,0.7589,-0.0103,0.0081,0.6510,0.0031,0.0032,-0.0421,0
7961965,0.7589,-0.0103,0.0081,0.6510,0.0043,-0.0065,-0.0526,0
7962298,0.7589,-0.0103,0.0081,0.6510,0.0076,-0.0016,-0.0328,0
7962465,0.7589,-0.0103,0.0081,0.6511,-0.0032,0.0110,-0.0219,0
7962631,0.7589,-0.0104,0.0081,0.6511,-0.0003,-0.0095,-0.0269,0
7963131,0.7589,-0.0104,0.0081,0.6511,0.0027,-0.0012,-0.0413,0
7963298,0.7589,-0.0104,0.0081,0.6511,0.0018,-0.0065,-0.0293,0
7963631,0.7589,-0.0104,0.0081,0.6511,-0.0026,0.0068,-0.0625,0
7963798,0.7589,-0.0104,0.0081,0.6511,-0.0112,-0.0003,-0.0527,0
7963965,0.7589,-0.0104,0.0081,0.6510,0.0053,-0.0004,-0.0304,0
7964298,0.7589,-0.0104,0.0081,0.6510,-0.0065,-0.0077,-0.0110,0
7964465,0.7589,-0.0104,0.0081,0.6510,-0.0090,0.0022,-0.0410,0
7964631,0.7589,-0.0104,0.0081,0.6510,0.0018,0.0014,-0.0454,0
7964965,0.7589,-0.0104,0.0081,0.6510,0.0140,-0.0055,-0.0530,0
7965131,0.7589,-0.0104,0.0081,0.6510,-0.0102,0.0083,-0.0590,0
7965465,0.7589,-0.0104,0.0081,0.6510,0.0032,-0.0049,-0.0453,0
7965631,0.7589,-0.0104,0.0081,0.6510,-0.0039,0.0010,-0.0449,0
7965798,0.7589,-0.0104,0.0081,0.6510,0.0071,-0.0043,-0.0373,0
7966131,0.7589,-0.0104,0.0081,0.6510,-0.0020,-0.0045,-0.0316,0
7966298,0.7589,-0.0104,0.0081,0.6510,0.0142,0.0145,-0.0363,0
7966465,0.7589,-0.0104,0.0081,0.6510,0.0006,-0.0021,-0.0411,0
7966798,0.7589,-0.0104,0.0081,0.6510,-0.0040,-0.0000,-0.0159,0
7966965,0.7589,-0.0104,0.0081,0.6510,-0.0001,-0.0026,-0.0413,0
7967131,0.7589,-0.0104,0.0081,0.6510,-0.0055,-0.0084,-0.0423,0
7967631,0.7589,-0.0104,0.0081,0.6510,-0.0086,-0.0088,-0.0503,0
7967798,0.7589,-0.0104,0.0081,0.6511,0.0011,0.0031,-0.0481,0
7968131,0.7589,-0.0104,0.0081,0.6510,-0.0080,0.0026,-0.0315,0
7968298,0.7589,-0.0104,0.0081,0.6510,0.0016,-0.0003,-0.0364,0
7968465,0.7589,-0.0104,0.0081,0.6510,-0.0031,-0.0051,-0.0390,0
7968798,0.7589,-0.0104,0.0081,0.6510,0.0028,-0.0046,-0.0380,0
7968965,0.7589,-0.0104,0.0081,0.6510,-0.0042,-0.0159,-0.0458,0
7969131,0.7589,-0.0104,0.0081,0.6510,0.0037,-0.0043,-0.0499,0
7969465,0.7589,-0.0104,0.0081,0.6510,-0.0004,0.0028,-0.0335,0
7969631,0.7589,-0.0104,0.0081,0.6510,-0.0141,-0.0149,-0.0474,0
7970131,0.7589,-0.0104,0.0081,0.6510,-0.0040,0.0003,-0.0276,0
7970298,0.7589,-0.0104,0.0081,0.6510,0.0066,-0.0013,-0.0535,0
7970632,0.7589,-0.0104,0.0081,0.6510,0.0045,0.0036,-0.0280,0
7970798,0.7589,-0.0104,0.0081,0.6510,0.0080,-0.0035,-0.0316,0
7970965,0.7589,-0.0104,0.0081,0.6510,0.0030,0.0131,-0.0381,0
7971298,0.7589,-0.0104,0.0081,0.6510,-0.0129,-0.0024,-0.0345,0
7971465,0.7589,-0.0104,0.0081,0.6510,-0.0005,-0.0022,-0.0171,0
7971632,0.7589,-0.0104,0.0081,0.6510,0.0075,0.0117,-0.0339,0
7971965,0.7589,-0.0104,0.0081,0.6510,-0.0033,-0.0044,-0.0546,0
7972132,0.7589,-0.0104,0.0081,0.6510,0.0076,0.0025,-0.0474,0
7972632,0.7589,-0.0104,0.0081,0.6510,0.0145,-0.0044,-0.0474,0
7972798,0.7589,-0.0104,0.0081,0.6510,0.0048,-0.0085,-0.0376,0
7972965,0.7589,-0.0104,0.0081,0.6510,0.0009,-0.0154,-0.0317,0
7973298,0.7589,-0.0104,0.0081,0.6511,0.0012,-0.0054,-0.0427,0
7973465,0.7589,-0.0104,0.0081,0.6510,0.0137,0.0044,-0.0353,0
7973632,0.7589,-0.0104,0.0081,0.6510,0.0065,-0.0007,-0.0248,0
7973965,0.7589,-0.0104,0.0081,0.6511,-0.0087,-0.0015,-0.0448,0
7974132,0.7589,-0.0104,0.0081,0.6511,-0.0002,-0.0017,-0.0523,0
7974465,0.7589,-0.0104,0.0081,0.6511,-0.0007,-0.0012,-0.0295,0
7974632,0.7589,-0.0104,0.0081,0.6511,0.0062,-0.0015,-0.0516,0
7975132,0.7589,-0.0104,0.0081,0.6511,0.0012,0.0059,-0.0576,0
7975298,0.7589,-0.0104,0.0081,0.6511,-0.0020,0.0006,-0.0445,0
7975465,0.7589,-0.0104,0.0081,0.6511,-0.0047,-0.0057,-0.0551,0
7975798,0.7589,-0.0104,0.0081,0.6511,0.0044,0.0012,-0.0273,0
7975965,0.7589,-0.0104,0.0081,0.6511,-0.0003,0.0192,-0.0428,0
7976132,0.7589,-0.0104,0.0081,0.6511,0.0165,0.0031,-0.0493,0
7976465,0.7588,-0.0104,0.0081,0.6511,-0.0078,0.0017,-0.0182,0
7976632,0.7589,-0.0104,0.0081,0.6511,0.0054,0.0024,-0.0259,0
7976798,0.7589,-0.0104,0.0081,0.6511,-0.0045,-0.0020,-0.0485,0
7977132,0.7589,-0.0104,0.0081,0.6511,-0.0036,-0.0098,-0.0403,0
7977298,0.7589,-0.0104,0.0081,0.6511,0.0057,0.0062,-0.0390,0
7977465,0.7589,-0.0104,0.0081,0.6511,0.0071,0.0019,-0.0596,0
7977798,0.7589,-0.0104,0.0081,0.6511,0.0011,0.0067,-0.0395,0
7977965,0.7589,-0.0104,0.0081,0.6511,0.0042,0.0018,-0.0330,0
7978132,0.7589,-0.0104,0.0081,0.6511,0.0140,0.0144,-0.0525,0
7978465,0.7589,-0.0104,0.0081,0.6511,0.0001,0.0014,-0.0381,0
7978632,0.7589,-0.0104,0.0081,0.6511,0.0018,0.0146,-0.0506,0
7978965,0.7589,-0.0104,0.0081,0.6511,-0.0014,0.0046,-0.0463,0
7979132,0.7589,-0.0104,0.0081,0.6511,0.0029,0.0006,-0.0454,0
7979632,0.7589,-0.0104,0.0081,0.6511,-0.0016,-0.0036,-0.0599,0
7979798,0.7589,-0.0104,0.0081,0.6511,0.0141,0.0124,-0.0600,0
7979965,0.7589,-0.0104,0.0081,0.6511,0.0109,0.0013,-0.0436,0
7980298,0.7589,-0.0104,0.0081,0.6511,-0.0026,0.0109,-0.0421,0
7980465,0.7589,-0.0104,0.0081,0.6511,-0.0082,0.0014,-0.0281,0
7980632,0.7589,-0.0104,0.0081,0.6511,0.0005,0.0111,-0.0610,0
7980965,0.7589,-0.0104,0.0081,0.6511,0.0061,0.0128,-0.0276,0
7981132,0.7589,-0.0104,0.0081,0.6511,0.0111,0.0045,-0.0298,0
7981298,0.7589,-0.0104,0.0081,0.6511,0.0057,0.0047,-0.0544,0
7981632,0.7589,-0.0104,0.0081,0.6511,0.0020,0.0034,-0.0543,0
7981965,0.7589,-0.0104,0.0081,0.6511,0.0027,0.0128,-0.0276,0
